# File Name: TESTWORDS.txt
# File Size: 289282      
# File Date: 01/01/2026 19:36:17
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	NOSPACE	NOETERNAL	ETERNAL	NOHELL	YESHELL	SHEOL	GEHENNA	HADES	TARTARUS	ABYSS	LOF	END
Holy-Bible---English---Gods-Living-Word	0	GROUP=0/0/0	eternity=0/0/0, eternal=17/17/0, forever=8/7/1, everlasting=6/6/0, evermore=0/0/0, and ever=0/0/0, for ever=0/0/0, always=6/0/6, immortal=0/0/0, age-during=0/0/0, age=2/0/2, ages=0/0/0, of old=0/0/0, world=77/4/73, worlds=0/0/0, long ago=0/0/0, universe=0/0/0, this life=1/1/0, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=0/0/0, present order=0/0/0, time to come=0/0/0, from the first=0/0/0, all times=0/0/0, the true=6/1/5, present life=0/0/0, order of the generations=0/0/0, last day=6/2/4, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=130/39/91	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=0/0/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=0/0/0, hades=0/0/0, grave's=0/0/0, the grave=0/0/0, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=0/0/0, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=0/0/0	hell=0/0/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=0/0/0	hell=0/0/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=0/0/0, sheol=0/0/0, GROUP=0/0/0	hell=0/0/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=0/0/0	abyss=0/0/0, the deep=0/0/0, great deep=0/0/0, bottomless pit=0/0/0, the pit=0/0/0, depths below=0/0/0, GROUP=0/0/0	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Haweis-Bible	0	GROUP=0/0/0	eternity=12/12/0, eternal=57/56/1, forever=1/1/0, everlasting=15/15/0, evermore=6/4/2, and ever=23/21/2, for ever=48/42/6, always=42/0/42, immortal=1/1/0, age-during=0/0/0, age=12/1/11, ages=7/6/1, of old=8/0/8, world=185/36/149, worlds=3/3/0, long ago=1/0/1, universe=0/0/0, this life=6/1/5, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=4/1/3, present order=0/0/0, time to come=2/0/2, from the first=2/0/2, all times=1/1/0, the true=11/1/10, present life=1/0/1, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=1/0/1, since time was=0/0/0, time began=0/0/0, lasting=0/0/0, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=458/205/253	hell=23/23/0, GROUP=23/23/0	hell=23/23/0, sheol=0/0/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=9/8/1, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=36/35/1	hell=23/23/0, sheol=0/0/0, hades=0/0/0, grave's=0/0/0, the grave=3/3/0, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=2/0/2, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=28/26/2	hell=23/23/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=23/23/0	hell=23/23/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=10/4/6, sheol=0/0/0, GROUP=33/27/6	hell=23/23/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=23/23/0	abyss=9/8/1, the deep=3/0/3, great deep=0/0/0, bottomless pit=0/0/0, the pit=4/2/2, depths below=0/0/0, GROUP=16/10/6	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Jewish-Bible	0	GROUP=0/0/0	eternity=1/0/1, eternal=2/0/2, forever=1/0/1, everlasting=67/0/67, evermore=10/0/10, and ever=23/0/23, for ever=335/0/335, always=13/0/13, immortal=0/0/0, age-during=0/0/0, age=26/0/26, ages=2/0/2, of old=58/0/58, world=85/43/42, worlds=0/0/0, long ago=7/0/7, universe=0/0/0, this life=1/0/1, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=0/0/0, present order=0/0/0, time to come=10/0/10, from the first=7/0/7, all times=9/0/9, the true=2/0/2, present life=0/0/0, order of the generations=0/0/0, last day=1/0/1, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=0/0/0, from the very first=0/0/0, only true=0/0/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=660/43/617	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=64/64/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=64/64/0	hell=0/0/0, sheol=64/64/0, hades=0/0/0, grave's=1/1/0, the grave=27/16/11, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=19/5/14, bars of the pit=0/0/0, alive into the pit=2/2/0, lowest pit=0/0/0, GROUP=113/88/25	hell=0/0/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=0/0/0	hell=0/0/0, hades=0/0/0, underworld=0/0/0, grave's=1/1/0, grave=43/16/27, sheol=64/64/0, GROUP=108/81/27	hell=0/0/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=0/0/0	abyss=0/0/0, the deep=25/1/24, great deep=5/0/5, bottomless pit=0/0/0, the pit=59/8/51, depths below=0/0/0, GROUP=89/9/80	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---King-James-Version	0	GROUP=0/0/0	eternity=1/0/1, eternal=47/44/3, forever=0/0/0, everlasting=91/26/65, evermore=26/3/23, and ever=47/21/26, for ever=380/47/333, always=59/0/59, immortal=1/1/0, age-during=0/0/0, age=42/0/42, ages=4/3/1, of old=58/0/58, world=249/48/201, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=6/1/5, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/0/12, from the first=7/0/7, all times=8/0/8, the true=14/1/13, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1077/201/876	hell=54/54/0, GROUP=54/54/0	hell=54/54/0, sheol=64/64/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=129/129/0	hell=54/54/0, sheol=64/64/0, hades=0/0/0, grave's=0/0/0, the grave=42/29/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=1/1/0, lowest pit=1/0/1, GROUP=177/154/23	hell=54/54/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=54/54/0	hell=54/54/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=65/30/35, sheol=64/64/0, GROUP=183/148/35	hell=54/54/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=54/54/0	abyss=0/0/0, the deep=27/3/24, great deep=4/0/4, bottomless pit=7/7/0, the pit=49/9/40, depths below=0/0/0, GROUP=87/19/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---King-James-Version-American	0	GROUP=0/0/0	eternity=1/0/1, eternal=47/44/3, forever=0/0/0, everlasting=91/26/65, evermore=0/0/0, and ever=47/21/26, for ever=400/50/350, always=82/1/81, immortal=1/1/0, age-during=0/0/0, age=42/0/42, ages=4/3/1, of old=58/0/58, world=249/48/201, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=11/1/10, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/0/12, from the first=8/0/8, all times=8/0/8, the true=14/1/13, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1100/202/898	hell=54/54/0, GROUP=54/54/0	hell=54/54/0, sheol=64/64/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=129/129/0	hell=54/54/0, sheol=64/64/0, hades=0/0/0, grave's=0/0/0, the grave=42/29/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=1/1/0, lowest pit=1/0/1, GROUP=177/154/23	hell=54/54/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=54/54/0	hell=54/54/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=66/30/36, sheol=64/64/0, GROUP=184/148/36	hell=54/54/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=54/54/0	abyss=0/0/0, the deep=27/3/24, great deep=4/0/4, bottomless pit=7/7/0, the pit=49/9/40, depths below=0/0/0, GROUP=87/19/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=1/1/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---King-James-Version-Cambridge	0	GROUP=0/0/0	eternity=1/0/1, eternal=47/44/3, forever=0/0/0, everlasting=91/26/65, evermore=26/3/23, and ever=47/21/26, for ever=380/47/333, always=59/0/59, immortal=1/1/0, age-during=0/0/0, age=42/0/42, ages=4/3/1, of old=58/0/58, world=249/48/201, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=11/1/10, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/0/12, from the first=7/0/7, all times=8/0/8, the true=14/1/13, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1082/201/881	hell=54/54/0, GROUP=54/54/0	hell=54/54/0, sheol=64/64/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=129/129/0	hell=54/54/0, sheol=64/64/0, hades=0/0/0, grave's=0/0/0, the grave=42/29/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=1/1/0, lowest pit=1/0/1, GROUP=177/154/23	hell=54/54/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=54/54/0	hell=54/54/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=65/30/35, sheol=64/64/0, GROUP=183/148/35	hell=54/54/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=54/54/0	abyss=0/0/0, the deep=27/3/24, great deep=4/0/4, bottomless pit=7/7/0, the pit=49/9/40, depths below=0/0/0, GROUP=87/19/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---King-James-Version-Restored-Name	0	GROUP=0/0/0	eternity=1/0/1, eternal=46/44/2, forever=4/1/3, everlasting=91/26/65, evermore=26/3/23, and ever=47/21/26, for ever=376/46/330, always=59/0/59, immortal=1/1/0, age-during=0/0/0, age=44/2/42, ages=4/3/1, of old=59/0/59, world=247/46/201, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=11/1/10, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/0/12, from the first=7/0/7, all times=8/0/8, the true=14/1/13, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1082/201/881	hell=52/52/0, GROUP=52/52/0	hell=52/52/0, sheol=65/65/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=1/1/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=129/129/0	hell=52/52/0, sheol=65/65/0, hades=0/0/0, grave's=1/1/0, the grave=42/29/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=1/1/0, lowest pit=1/0/1, GROUP=177/154/23	hell=52/52/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=52/52/0	hell=52/52/0, hades=0/0/0, underworld=0/0/0, grave's=1/1/0, grave=65/30/35, sheol=65/65/0, GROUP=183/148/35	hell=52/52/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=52/52/0	abyss=1/1/0, the deep=27/3/24, great deep=4/0/4, bottomless pit=7/7/0, the pit=49/9/40, depths below=0/0/0, GROUP=88/20/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---King-James-Version-Revised	0	GROUP=0/0/0	eternity=2/0/2, eternal=47/44/3, forever=0/0/0, everlasting=91/26/65, evermore=26/3/23, and ever=47/21/26, for ever=380/47/333, always=59/0/59, immortal=1/1/0, age-during=0/0/0, age=48/6/42, ages=4/3/1, of old=58/0/58, world=243/43/200, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=11/1/10, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/0/12, from the first=7/0/7, all times=8/0/8, the true=14/1/13, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1083/202/881	hell=54/54/0, GROUP=54/54/0	hell=54/54/0, sheol=64/64/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=4/4/0, bottomless pit=4/4/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=130/130/0	hell=54/54/0, sheol=64/64/0, hades=0/0/0, grave's=0/0/0, the grave=42/29/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=1/1/0, lowest pit=1/0/1, GROUP=177/154/23	hell=54/54/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=54/54/0	hell=54/54/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=65/30/35, sheol=64/64/0, GROUP=183/148/35	hell=54/54/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=54/54/0	abyss=4/4/0, the deep=26/2/24, great deep=4/0/4, bottomless pit=4/4/0, the pit=49/9/40, depths below=0/0/0, GROUP=87/19/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---King-James-Version-Updated	0	GROUP=0/0/0	eternity=1/0/1, eternal=48/44/4, forever=0/0/0, everlasting=91/26/65, evermore=26/3/23, and ever=47/21/26, for ever=380/47/333, always=82/1/81, immortal=1/1/0, age-during=0/0/0, age=42/0/42, ages=4/3/1, of old=58/0/58, world=249/48/201, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=11/1/10, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/0/12, from the first=8/0/8, all times=8/0/8, the true=14/1/13, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1107/202/905	hell=54/54/0, GROUP=54/54/0	hell=54/54/0, sheol=64/64/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=129/129/0	hell=54/54/0, sheol=64/64/0, hades=0/0/0, grave's=1/1/0, the grave=42/29/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=1/1/0, lowest pit=0/0/0, GROUP=177/155/22	hell=54/54/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=54/54/0	hell=54/54/0, hades=0/0/0, underworld=0/0/0, grave's=1/1/0, grave=66/30/36, sheol=64/64/0, GROUP=185/149/36	hell=54/54/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=54/54/0	abyss=0/0/0, the deep=27/3/24, great deep=4/0/4, bottomless pit=7/7/0, the pit=49/9/40, depths below=0/0/0, GROUP=87/19/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=1/1/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---LXX2012-U-S-English	0	eternity=2/0/0, eternal=7/0/0, forever=8/0/0, everlasting=61/0/0, for ever and ever=24/0/0, for every and ever=0/0/0, GROUP=102/0/0	eternity=2/0/2, eternal=7/0/7, forever=8/0/8, everlasting=61/0/61, evermore=7/0/7, and ever=25/0/25, for ever=306/0/306, always=26/0/26, immortal=0/0/0, age-during=0/0/0, age=32/3/29, ages=2/0/2, of old=35/1/34, world=46/0/46, worlds=0/0/0, long ago=0/0/0, universe=0/0/0, this life=0/0/0, earliest times=0/0/0, all the years=1/0/1, life without end=0/0/0, last days=11/0/11, present order=0/0/0, time to come=2/0/2, from the first=5/0/5, all times=10/0/10, the true=4/0/4, present life=0/0/0, order of the generations=0/0/0, last day=1/0/1, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=0/0/0, only true=1/0/1, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=593/4/589	hell=23/20/3, GROUP=23/20/3	hell=23/20/3, sheol=64/64/0, gehenna=0/0/0, gehinnom=0/0/0, hades=30/25/5, abyss=1/0/1, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=118/109/9	hell=23/20/3, sheol=64/64/0, hades=30/25/5, grave's=0/0/0, the grave=22/15/7, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=2/1/1, the deepest pit=0/0/0, into the pit=4/0/4, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=146/125/21	hell=23/20/3, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=23/20/3	hell=23/20/3, hades=30/25/5, underworld=0/0/0, grave's=0/0/0, grave=28/15/13, sheol=64/64/0, GROUP=145/124/21	hell=23/20/3, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=23/20/3	abyss=1/0/1, the deep=22/1/21, great deep=3/0/3, bottomless pit=0/0/0, the pit=26/3/23, depths below=0/0/0, GROUP=52/4/48	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Leeser-Tanakh	0	GROUP=0/0/0	eternity=82/0/82, eternal=355/1/354, forever=6/0/6, everlasting=86/0/86, evermore=20/0/20, and ever=17/0/17, for ever=235/0/235, always=19/0/19, immortal=0/0/0, age-during=0/0/0, age=24/0/24, ages=3/0/3, of old=22/0/22, world=88/38/50, worlds=0/0/0, long ago=1/0/1, universe=0/0/0, this life=8/0/8, earliest times=2/0/2, all the years=0/0/0, life without end=0/0/0, last days=3/0/3, present order=0/0/0, time to come=10/0/10, from the first=8/0/8, all times=34/0/34, the true=3/0/3, present life=0/0/0, order of the generations=0/0/0, last day=2/0/2, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=2/0/2, from the very first=0/0/0, only true=0/0/0, for all time=1/0/1, everliving=2/0/2, forevermore=0/0/0, truly life=0/0/0, GROUP=1033/39/994	hell=3/3/0, GROUP=3/3/0	hell=3/3/0, sheol=64/64/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=67/67/0	hell=3/3/0, sheol=64/64/0, hades=0/0/0, grave's=0/0/0, the grave=29/16/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=1/0/1, the deepest pit=0/0/0, into the pit=18/5/13, bars of the pit=0/0/0, alive into the pit=2/2/0, lowest pit=0/0/0, GROUP=117/90/27	hell=3/3/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=3/3/0	hell=3/3/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=41/16/25, sheol=64/64/0, GROUP=108/83/25	hell=3/3/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=3/3/0	abyss=0/0/0, the deep=32/2/30, great deep=4/0/4, bottomless pit=0/0/0, the pit=48/6/42, depths below=0/0/0, GROUP=84/8/76	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
