# File Name: CHECKDATA.txt
# File Size: 10613692    
# File Date: 09/19/2026 19:13:35
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	CHECKDATA	VREF	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-060-003	019	PSA	060	001	Au chef de musique. Sur Shushan. Témoignage. Mictam. De David; pour enseigner; quand il fit la guerre contre les Syriens de Naharaïm, et contre les Syriens de Tsoba, et que Joab revint et frappa les Édomites dans la vallée du Sel, au nombre de 12 000. Ô Dieu! tu nous as rejetés, tu nous as dispersés, tu t’es irrité; ramène-nous.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-060-003	019	PSA	060	001	Ô Dieu! tu nous as rejetés, tu nous as dispersés, tu t’es irrité; ramène-nous.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-061-002	019	PSA	061	001	Au chef de musique. Sur Neguinoth. De David. Ô Dieu! écoute mon cri, sois attentif à ma prière.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-061-002	019	PSA	061	001	Ô Dieu! écoute mon cri, sois attentif à ma prière.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-062-002	019	PSA	062	001	Au chef de musique. Sur Jeduthun. Psaume de David. Sur Dieu seul mon âme se repose paisiblement; de lui vient mon salut.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-062-002	019	PSA	062	001	Sur Dieu seul mon âme se repose paisiblement; de lui vient mon salut.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-063-002	019	PSA	063	001	Psaume de David; quand il était dans le désert de Juda. Ô Dieu! tu es mon Dieu; je te cherche au point du jour; mon âme a soif de toi, ma chair languit après toi, dans une terre aride et altérée, sans eau,
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-063-002	019	PSA	063	001	Ô Dieu! tu es mon Dieu; je te cherche au point du jour; mon âme a soif de toi, ma chair languit après toi, dans une terre aride et altérée, sans eau,
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-064-002	019	PSA	064	001	Au chef de musique. Psaume de David. Écoute, ô Dieu! ma voix, quand je me plains; garde ma vie de la crainte de l’ennemi.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-064-002	019	PSA	064	001	Écoute, ô Dieu! ma voix, quand je me plains; garde ma vie de la crainte de l’ennemi.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-065-002	019	PSA	065	001	Au chef de musique. Psaume de David. Cantique. Ô Dieu! la louange t’attend dans le silence en Sion, et le vœu te sera payé.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-065-002	019	PSA	065	001	Ô Dieu! la louange t’attend dans le silence en Sion, et le vœu te sera payé.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-067-002	019	PSA	067	001	Au chef de musique. Sur Neguinoth. Psaume. Cantique. Que Dieu use de grâce envers nous et nous bénisse, qu’il fasse lever la lumière de sa face sur nous, (Sélah)
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-067-002	019	PSA	067	001	Que Dieu use de grâce envers nous et nous bénisse, qu’il fasse lever la lumière de sa face sur nous, (Sélah)
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-068-002	019	PSA	068	001	Au chef de musique. De David. Psaume. Cantique. Que Dieu se lève, que ses ennemis soient dispersés, et que ceux qui le haïssent s’enfuient devant lui.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-068-002	019	PSA	068	001	Que Dieu se lève, que ses ennemis soient dispersés, et que ceux qui le haïssent s’enfuient devant lui.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-069-002	019	PSA	069	001	Au chef de musique. Sur Shoshannim. De David. Sauve-moi, ô Dieu! car les eaux [me] sont entrées jusque dans l’âme.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-069-002	019	PSA	069	001	Sauve-moi, ô Dieu! car les eaux [me] sont entrées jusque dans l’âme.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-070-002	019	PSA	070	001	Au chef de musique. De David; pour faire souvenir. Hâte-toi, ô Dieu, de me délivrer! [hâte-toi], ô Éternel, de me secourir!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-070-002	019	PSA	070	001	Hâte-toi, ô Dieu, de me délivrer! [hâte-toi], ô Éternel, de me secourir!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-075-002	019	PSA	075	001	Au chef de musique. Al-Tashkheth. Psaume d’Asaph. Cantique. Nous te célébrons, ô Dieu! nous te célébrons, et ton nom est proche: tes merveilles le racontent.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-075-002	019	PSA	075	001	Nous te célébrons, ô Dieu! nous te célébrons, et ton nom est proche: tes merveilles le racontent.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-076-002	019	PSA	076	001	Au chef de musique. Sur Neguinoth. Psaume d’Asaph. Cantique. Dieu est connu en Juda, son nom est grand en Israël;
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-076-002	019	PSA	076	001	Dieu est connu en Juda, son nom est grand en Israël;
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-077-002	019	PSA	077	001	Au chef de musique. Sur Jeduthun. D’Asaph. Psaume. Ma voix s’adresse à Dieu, et je crierai; ma voix s’adresse à Dieu, et il m’écoutera.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-077-002	019	PSA	077	001	Ma voix s’adresse à Dieu, et je crierai; ma voix s’adresse à Dieu, et il m’écoutera.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-080-002	019	PSA	080	001	Au chef de musique. Sur Shoshannim. Témoignage d’Asaph. Psaume. Berger d’Israël! prête l’oreille. Toi qui mènes Joseph comme un troupeau, toi qui es assis entre les chérubins, fais luire ta splendeur!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-080-002	019	PSA	080	001	Berger d’Israël! prête l’oreille. Toi qui mènes Joseph comme un troupeau, toi qui es assis entre les chérubins, fais luire ta splendeur!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-081-002	019	PSA	081	001	Au chef de musique. Sur Guitthith. D’Asaph. Chantez joyeusement à Dieu, notre force; poussez des cris de joie vers le Dieu de Jacob.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-081-002	019	PSA	081	001	Chantez joyeusement à Dieu, notre force; poussez des cris de joie vers le Dieu de Jacob.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-083-002	019	PSA	083	001	Cantique. Psaume d’Asaph. Ô Dieu! ne garde pas le silence. Ne te tais pas, et ne te tiens pas tranquille, ô Dieu!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-083-002	019	PSA	083	001	Ô Dieu! ne garde pas le silence. Ne te tais pas, et ne te tiens pas tranquille, ô Dieu!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-084-002	019	PSA	084	001	Au chef de musique. Sur Guitthith. Des fils de Coré. Psaume. Combien sont aimables tes demeures, ô Éternel des armées!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-084-002	019	PSA	084	001	Combien sont aimables tes demeures, ô Éternel des armées!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-085-002	019	PSA	085	001	Au chef de musique. Des fils de Coré. Psaume. Éternel! tu as été propice à ta terre, tu as rétabli les captifs de Jacob.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-085-002	019	PSA	085	001	Éternel! tu as été propice à ta terre, tu as rétabli les captifs de Jacob.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-088-002	019	PSA	088	001	Cantique. Psaume. Pour les fils de Coré. Au chef de musique, sur Mahalath-Leannoth. Pour instruire. D’Héman, l’Ezrakhite. Éternel, Dieu de mon salut! j’ai crié de jour [et] de nuit devant toi.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-088-002	019	PSA	088	001	Éternel, Dieu de mon salut! j’ai crié de jour [et] de nuit devant toi.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-089-002	019	PSA	089	001	Instruction d’Éthan, l’Ezrakhite. Je chanterai à toujours les bontés de l’Éternel; de génération en génération je ferai connaître de ma bouche ta fidélité.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-089-002	019	PSA	089	001	Je chanterai à toujours les bontés de l’Éternel; de génération en génération je ferai connaître de ma bouche ta fidélité.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-092-002	019	PSA	092	001	Psaume. Cantique pour le jour du sabbat. Il est bon de célébrer l’Éternel, et de chanter des cantiques à [la gloire de] ton nom, ô Très-haut!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-092-002	019	PSA	092	001	Il est bon de célébrer l’Éternel, et de chanter des cantiques à [la gloire de] ton nom, ô Très-haut!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-102-002	019	PSA	102	001	Prière de l’affligé, quand il est accablé et répand sa plainte devant l’Éternel. Éternel, entends ma prière, et que mon cri vienne jusqu’à toi!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-102-002	019	PSA	102	001	Éternel, entends ma prière, et que mon cri vienne jusqu’à toi!
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-108-002	019	PSA	108	001	Cantique. Psaume de David. Mon cœur est affermi, ô Dieu! je chanterai, et je psalmodierai, … mon âme aussi.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-108-002	019	PSA	108	001	Mon cœur est affermi, ô Dieu! je chanterai, et je psalmodierai, … mon âme aussi.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-140-002	019	PSA	140	001	Au chef de musique. Psaume de David. Éternel! délivre-moi de l’homme mauvais, préserve-moi de l’homme violent,
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-140-002	019	PSA	140	001	Éternel! délivre-moi de l’homme mauvais, préserve-moi de l’homme violent,
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	019-PSA-142-002	019	PSA	142	001	Instruction de David; lorsqu’il était dans la caverne. Prière. De ma voix, je crie à l’Éternel; de ma voix, je supplie l’Éternel.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	019-PSA-142-002	019	PSA	142	001	De ma voix, je crie à l’Éternel; de ma voix, je supplie l’Éternel.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	041-MAR-016-009	041	MAR	016	009	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Et étant ressuscité le matin, le premier jour de la semaine, il apparut premièrement à Marie de Magdala, de laquelle il avait chassé sept démons.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	041-MAR-016-009	041	MAR	016	009	Et étant ressuscité le matin, le premier jour de la semaine, il apparut premièrement à Marie de Magdala, de laquelle il avait chassé sept démons.
Holy-Bible---French---French-Darby-Bible	Aion txt != Stan	043-JOH-003-015	043	JOH	003	015	afin que quiconque croit en lui ne périsse pas, mais qu’il ait la vie éternelle. (aiōnios g166)
Holy-Bible---French---French-Darby-Bible	Aion txt != Sta2	043-JOH-003-015	043	JOH	003	015	afin que quiconque croit en lui ne périsse pas, mais qu’il ait la vie éternelle.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	043-JOH-003-015	043	JOH	003	015	afin que quiconque croit en lui ne périsse pas, mais qu’il ait la vie éternelle. (aiōnios g166)
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	043-JOH-003-015	043	JOH	003	015	afin que quiconque croit en lui ne périsse pas, mais qu’il ait la vie éternelle.
Holy-Bible---French---French-Darby-Bible	Aion txt != Stan	043-JOH-003-016	043	JOH	003	016	Car Dieu a tant aimé le monde, qu’il a donné son Fils unique, afin que quiconque croit en lui ne périsse pas, mais qu’il ait la vie éternelle. (aiōnios g166)
Holy-Bible---French---French-Darby-Bible	Aion txt != Sta2	043-JOH-003-016	043	JOH	003	016	Car Dieu a tant aimé le monde, qu’il a donné son Fils unique, afin que quiconque croit en lui ne périsse pas, mais qu’il ait la vie éternelle.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	043-JOH-003-016	043	JOH	003	016	Car Dieu a tant aimé le monde, qu’il a donné son Fils unique, afin que quiconque croit en lui ne périsse pas, mais qu’il ait la vie éternelle. (aiōnios g166)
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	043-JOH-003-016	043	JOH	003	016	Car Dieu a tant aimé le monde, qu’il a donné son Fils unique, afin que quiconque croit en lui ne périsse pas, mais qu’il ait la vie éternelle.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	064-3JO-001-015	064	3JO	001	014	mais j’espère te voir bientôt et nous parlerons bouche à bouche. Paix te soit. Les amis te saluent. Salue les amis, chacun par son nom.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	064-3JO-001-015	064	3JO	001	014	Paix te soit. Les amis te saluent. Salue les amis, chacun par son nom.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sour	066-REV-013-001	066	REV	013	001	Et je me tins sur le sable de la mer; et je vis monter de la mer une bête qui avait dix cornes et sept têtes, et sur ses cornes dix diadèmes, et sur ses têtes des noms de blasphème.
Holy-Bible---French---French-Darby-Bible	Aion txt != Sou2	066-REV-013-001	066	REV	013	001	et je vis monter de la mer une bête qui avait dix cornes et sept têtes, et sur ses cornes dix diadèmes, et sur ses têtes des noms de blasphème.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	009-1SA-020-042	009	1SA	021	001	Et [David] se leva et s’en alla; et Jonathan entra dans la ville.
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	009-1SA-020-042	009	1SA	021	001	Et Jonathan dit à David: Va en paix, selon que nous avons juré, nous deux, au nom de l’Éternel, disant: L’Éternel sera entre moi et toi, et entre ma semence et ta semence, à toujours! Et [David] se leva et s’en alla; et Jonathan entra dans la ville.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	009-1SA-020-042	009	1SA	021	001	Et [David] se leva et s’en alla; et Jonathan entra dans la ville.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	009-1SA-020-042	009	1SA	021	001	Et Jonathan dit à David: Va en paix, selon que nous avons juré, nous deux, au nom de l’Éternel, disant: L’Éternel sera entre moi et toi, et entre ma semence et ta semence, à toujours! Et [David] se leva et s’en alla; et Jonathan entra dans la ville.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	011-1KI-022-043	011	1KI	022	044	Seulement, les hauts lieux ne furent pas ôtés: le peuple sacrifiait encore et faisait fumer de l’encens sur les hauts lieux.
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	011-1KI-022-043	011	1KI	022	044	Et il marcha dans toute la voie d’Asa, son père; il ne s’en détourna pas, faisant ce qui est droit aux yeux de l’Éternel. Seulement, les hauts lieux ne furent pas ôtés: le peuple sacrifiait encore et faisait fumer de l’encens sur les hauts lieux.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	011-1KI-022-043	011	1KI	022	044	Seulement, les hauts lieux ne furent pas ôtés: le peuple sacrifiait encore et faisait fumer de l’encens sur les hauts lieux.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	011-1KI-022-043	011	1KI	022	044	Et il marcha dans toute la voie d’Asa, son père; il ne s’en détourna pas, faisant ce qui est droit aux yeux de l’Éternel. Seulement, les hauts lieux ne furent pas ôtés: le peuple sacrifiait encore et faisait fumer de l’encens sur les hauts lieux.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	013-1CH-012-004	013	1CH	012	005	et Jérémie, et Jakhaziel, et Jokhanan, et Jozabad, le Guedérathite;
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	013-1CH-012-004	013	1CH	012	005	et Jishmahia, le Gabaonite, homme fort parmi les 30, et au-dessus des 30; et Jérémie, et Jakhaziel, et Jokhanan, et Jozabad, le Guedérathite;
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	013-1CH-012-004	013	1CH	012	005	et Jérémie, et Jakhaziel, et Jokhanan, et Jozabad, le Guedérathite;
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	013-1CH-012-004	013	1CH	012	005	et Jishmahia, le Gabaonite, homme fort parmi les 30, et au-dessus des 30; et Jérémie, et Jakhaziel, et Jokhanan, et Jozabad, le Guedérathite;
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-003-001	019	PSA	003	002	Éternel! combien sont multipliés mes ennemis, et sont nombreux ceux qui s’élèvent contre moi.
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-003-001	019	PSA	003	002	Psaume de David, lorsqu’il s’enfuyait de devant Absalom, son fils. Éternel! combien sont multipliés mes ennemis, et sont nombreux ceux qui s’élèvent contre moi.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-003-001	019	PSA	003	002	Éternel! combien sont multipliés mes ennemis, et sont nombreux ceux qui s’élèvent contre moi.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-003-001	019	PSA	003	002	Psaume de David, lorsqu’il s’enfuyait de devant Absalom, son fils. Éternel! combien sont multipliés mes ennemis, et sont nombreux ceux qui s’élèvent contre moi.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-004-001	019	PSA	004	002	Quand je crie, réponds-moi, Dieu de ma justice! Dans la détresse tu m’as mis au large; use de grâce envers moi, et écoute ma prière.
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-004-001	019	PSA	004	002	Au chef de musique. Sur Neguinoth. Psaume de David. Quand je crie, réponds-moi, Dieu de ma justice! Dans la détresse tu m’as mis au large; use de grâce envers moi, et écoute ma prière.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-004-001	019	PSA	004	002	Quand je crie, réponds-moi, Dieu de ma justice! Dans la détresse tu m’as mis au large; use de grâce envers moi, et écoute ma prière.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-004-001	019	PSA	004	002	Au chef de musique. Sur Neguinoth. Psaume de David. Quand je crie, réponds-moi, Dieu de ma justice! Dans la détresse tu m’as mis au large; use de grâce envers moi, et écoute ma prière.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-005-001	019	PSA	005	002	Prête l’oreille à mes paroles, ô Éternel! Considère ma méditation.
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-005-001	019	PSA	005	002	Au chef de musique. Pour Nehiloth. Psaume de David. Prête l’oreille à mes paroles, ô Éternel! Considère ma méditation.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-005-001	019	PSA	005	002	Prête l’oreille à mes paroles, ô Éternel! Considère ma méditation.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-005-001	019	PSA	005	002	Au chef de musique. Pour Nehiloth. Psaume de David. Prête l’oreille à mes paroles, ô Éternel! Considère ma méditation.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-006-001	019	PSA	006	002	Éternel! ne me reprends pas dans ta colère, et ne me châtie pas dans ta fureur.
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-006-001	019	PSA	006	002	Au chef de musique. Sur Neguinoth, sur Sheminith. Psaume de David. Éternel! ne me reprends pas dans ta colère, et ne me châtie pas dans ta fureur.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-006-001	019	PSA	006	002	Éternel! ne me reprends pas dans ta colère, et ne me châtie pas dans ta fureur.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-006-001	019	PSA	006	002	Au chef de musique. Sur Neguinoth, sur Sheminith. Psaume de David. Éternel! ne me reprends pas dans ta colère, et ne me châtie pas dans ta fureur.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-007-001	019	PSA	007	002	Éternel, mon Dieu! en toi j’ai mis ma confiance: sauve-moi de tous ceux qui me poursuivent, et délivre-moi;
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-007-001	019	PSA	007	002	Shiggaïon de David, qu’il chanta à l’Éternel à l’occasion des paroles de Cush, le Benjaminite. Éternel, mon Dieu! en toi j’ai mis ma confiance: sauve-moi de tous ceux qui me poursuivent, et délivre-moi;
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-007-001	019	PSA	007	002	Éternel, mon Dieu! en toi j’ai mis ma confiance: sauve-moi de tous ceux qui me poursuivent, et délivre-moi;
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-007-001	019	PSA	007	002	Shiggaïon de David, qu’il chanta à l’Éternel à l’occasion des paroles de Cush, le Benjaminite. Éternel, mon Dieu! en toi j’ai mis ma confiance: sauve-moi de tous ceux qui me poursuivent, et délivre-moi;
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-008-001	019	PSA	008	002	Éternel, notre Seigneur! que ton nom est magnifique par toute la terre; tu as mis ta majesté au-dessus des cieux!
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-008-001	019	PSA	008	002	Au chef de musique. Sur Guitthith. Psaume de David. Éternel, notre Seigneur! que ton nom est magnifique par toute la terre; tu as mis ta majesté au-dessus des cieux!
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-008-001	019	PSA	008	002	Éternel, notre Seigneur! que ton nom est magnifique par toute la terre; tu as mis ta majesté au-dessus des cieux!
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-008-001	019	PSA	008	002	Au chef de musique. Sur Guitthith. Psaume de David. Éternel, notre Seigneur! que ton nom est magnifique par toute la terre; tu as mis ta majesté au-dessus des cieux!
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-009-001	019	PSA	009	002	Je célébrerai l’Éternel de tout mon cœur; je raconterai toutes tes merveilles.
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-009-001	019	PSA	009	002	Au chef de musique. Sur Muth-Labben. Psaume de David. Je célébrerai l’Éternel de tout mon cœur; je raconterai toutes tes merveilles.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-009-001	019	PSA	009	002	Je célébrerai l’Éternel de tout mon cœur; je raconterai toutes tes merveilles.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-009-001	019	PSA	009	002	Au chef de musique. Sur Muth-Labben. Psaume de David. Je célébrerai l’Éternel de tout mon cœur; je raconterai toutes tes merveilles.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-012-001	019	PSA	012	002	Sauve, Éternel! car l’homme pieux n’est plus, car les fidèles ont disparu d’entre les fils des hommes.
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-012-001	019	PSA	012	002	Au chef de musique. Sur Sheminith. Psaume de David. Sauve, Éternel! car l’homme pieux n’est plus, car les fidèles ont disparu d’entre les fils des hommes.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-012-001	019	PSA	012	002	Sauve, Éternel! car l’homme pieux n’est plus, car les fidèles ont disparu d’entre les fils des hommes.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-012-001	019	PSA	012	002	Au chef de musique. Sur Sheminith. Psaume de David. Sauve, Éternel! car l’homme pieux n’est plus, car les fidèles ont disparu d’entre les fils des hommes.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-018-001	019	PSA	018	002	Et il dit: Je t’aimerai, ô Éternel, ma force!
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-018-001	019	PSA	018	002	Au chef de musique. Du serviteur de l’Éternel, de David, qui adressa à l’Éternel les paroles de ce cantique, le jour où l’Éternel l’eut délivré de la main de tous ses ennemis, et de la main de Saül. Et il dit: Je t’aimerai, ô Éternel, ma force!
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-018-001	019	PSA	018	002	Et il dit: Je t’aimerai, ô Éternel, ma force!
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-018-001	019	PSA	018	002	Au chef de musique. Du serviteur de l’Éternel, de David, qui adressa à l’Éternel les paroles de ce cantique, le jour où l’Éternel l’eut délivré de la main de tous ses ennemis, et de la main de Saül. Et il dit: Je t’aimerai, ô Éternel, ma force!
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-019-001	019	PSA	019	002	Les cieux racontent la gloire de Dieu, et l’étendue annonce l’ouvrage de ses mains.
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-019-001	019	PSA	019	002	Au chef de musique. Psaume de David. Les cieux racontent la gloire de Dieu, et l’étendue annonce l’ouvrage de ses mains.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-019-001	019	PSA	019	002	Les cieux racontent la gloire de Dieu, et l’étendue annonce l’ouvrage de ses mains.
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-019-001	019	PSA	019	002	Au chef de musique. Psaume de David. Les cieux racontent la gloire de Dieu, et l’étendue annonce l’ouvrage de ses mains.
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-020-001	019	PSA	020	002	Que l’Éternel te réponde au jour de la détresse! Que le nom du Dieu de Jacob te protège!
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-020-001	019	PSA	020	002	Au chef de musique. Psaume de David. Que l’Éternel te réponde au jour de la détresse! Que le nom du Dieu de Jacob te protège!
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-020-001	019	PSA	020	002	Que l’Éternel te réponde au jour de la détresse! Que le nom du Dieu de Jacob te protège!
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-020-001	019	PSA	020	002	Au chef de musique. Psaume de David. Que l’Éternel te réponde au jour de la détresse! Que le nom du Dieu de Jacob te protège!
Holy-Bible---French---French-Darby-Bible	Sour txt != Stan	019-PSA-021-001	019	PSA	021	002	Éternel! le roi se réjouira en ta force, et combien s’égaiera-t-il en ton salut!
Holy-Bible---French---French-Darby-Bible	Sour txt != Sta2	019-PSA-021-001	019	PSA	021	002	Au chef de musique. Psaume de David. Éternel! le roi se réjouira en ta force, et combien s’égaiera-t-il en ton salut!
Holy-Bible---French---French-Darby-Bible	Sour txt != Aion	019-PSA-021-001	019	PSA	021	002	Éternel! le roi se réjouira en ta force, et combien s’égaiera-t-il en ton salut!
Holy-Bible---French---French-Darby-Bible	Sour txt != Aio2	019-PSA-021-001	019	PSA	021	002	Au chef de musique. Psaume de David. Éternel! le roi se réjouira en ta force, et combien s’égaiera-t-il en ton salut!
