# File Name: SKIPPED.txt
# File Size: 1878046     
# File Date: 12/28/2025 10:21:19
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2025
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---English---Wycliffe-Bible	017	EST	016	015	Forsothe we founden not the Jewis in ony gilt outirli, that weren ordeyned to deth by the worste of deedli men; but ayenward that thei vsen iust lawis,
Holy-Bible---English---Wycliffe-Bible	017	EST	016	016	and ben the sones of the hiyeste and moste God, and `euere lyuynge, bi whos benefice the rewme was youun bothe to oure fadris and to vs, and is kept `til to dai.
Holy-Bible---English---Wycliffe-Bible	017	EST	016	017	Wherfor wyte ye, that tho lettris ben voide, whiche thilke Aaman sente vndur oure name.
Holy-Bible---English---Wycliffe-Bible	017	EST	016	018	For which greet trespas bothe he that ymagynede, and al his kynrede, hangith in iebatis bifor the yatis of this citee, `that is, Susa; for not we, but God yeldide to hym that, that he desseruyde.
Holy-Bible---English---Wycliffe-Bible	017	EST	016	019	Forsothe this comaundement, which we senden now, be set forth in alle citees, that it be leueful to Jewis to vse her lawis.
Holy-Bible---English---Wycliffe-Bible	017	EST	016	020	`Whyche Jewis ye owen helpe, that thei moun sle hem, that maden hem silf redi to the deeth of Jewis, in the thrittenthe dai of the tweluethe monethe, which is clepyd Adar;
Holy-Bible---English---Wycliffe-Bible	017	EST	016	021	for Almyyti God turneth this dai of weilyng and morenyng in to ioye to hem.
Holy-Bible---English---Wycliffe-Bible	017	EST	016	022	Wherfor and ye han this dai among othere feeste daies, and halowe it with al gladnesse; that it be knowun aftirward,
Holy-Bible---English---Wycliffe-Bible	017	EST	016	023	that alle men, that obeien feithfuli to Persis, resseyuen worthi meed for feith; sotheli that thei, that setten tresoun to the rewme of hem, perischen for the felony.
Holy-Bible---English---Wycliffe-Bible	017	EST	016	024	Forsothe ech prouynce and citee, that wole not be parcenere of this solempnytee, perische bi swerd and fier; and be it `doon awey so, that not oneli it be with out weie to men but also to beestis with outen ende, for ensaumple of dispisyng and vnobedience.
Holy-Bible---English---Wycliffe-Bible	018	JOB	016	004	Also Y myyte speke thingis lijk to you, and `Y wolde, that youre soule were for my soule;
Holy-Bible---English---Wycliffe-Bible	019	PSA	002	012	Take ye lore; lest the Lord be wrooth sumtyme, and lest ye perischen fro iust waie.
Holy-Bible---English---Wycliffe-Bible	019	PSA	003	001	`The salm of Dauid, whanne he fledde fro the face of Absolon, his sone.
Holy-Bible---English---Wycliffe-Bible	019	PSA	004	001	`To the victorie in orguns; the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	005	001	To the ouercomere on the eritagis, the song of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	006	001	To the ouercomere in salmes, the salm of Dauid, `on the eiythe.
Holy-Bible---English---Wycliffe-Bible	019	PSA	007	001	For the ignoraunce of Dauid, which he songe to the Lord on the wordis of Ethiopien, the sone of Gemyny.
Holy-Bible---English---Wycliffe-Bible	019	PSA	008	001	To the ouercomere, for pressours, the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	009	001	In to the ende, for the pryuytees of the sone, the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	011	001	To the victorie of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	012	001	To the victorie on the eiyte, the song of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	018	001	To victorie, the word of the Lord to Dauid; which spak the wordis of this song, in the dai in which the Lord delyuerede hym fro the hond of alle hise enemyes, and fro the hond of Saul; and he seide:
Holy-Bible---English---Wycliffe-Bible	019	PSA	019	001	To victorie, the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	020	001	To victorie, the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	021	001	To victorie, the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	022	001	To ouercome, for `the morewtid hynd; the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	030	001	The salm of song, for the halewyng of the hows of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	031	001	To victorie, the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	034	001	To Dauid, whanne he chaungide his mouth bifor Abymalech, and he `droof out Dauid, `and he yede forth.
Holy-Bible---English---Wycliffe-Bible	019	PSA	036	001	`To victorie, to Dauid, `the seruaunt of the Lord.
Holy-Bible---English---Wycliffe-Bible	019	PSA	038	001	`The salm of Dauid, to bythenke on the sabat.
Holy-Bible---English---Wycliffe-Bible	019	PSA	039	001	For victorie, to Iditum, the song of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	040	001	For victorie, the song of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	041	001	For victorie, the song of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	042	001	To victorie, to the sones of Chore.
Holy-Bible---English---Wycliffe-Bible	019	PSA	044	001	`To victorie, lernyng to the sones of Chore.
Holy-Bible---English---Wycliffe-Bible	019	PSA	045	001	To the ouercomere for the lilies, the most loued song of lernyng of the sones of Chore.
Holy-Bible---English---Wycliffe-Bible	019	PSA	046	001	To the ouercomere, the song of the sones `of Chore, `for yongthis.
Holy-Bible---English---Wycliffe-Bible	019	PSA	047	001	To victorie, a salm to the sones of Chore.
Holy-Bible---English---Wycliffe-Bible	019	PSA	048	001	The song of salm, of the sones of Chore.
Holy-Bible---English---Wycliffe-Bible	019	PSA	049	001	To victorie, a salm to the sones of Chore.
Holy-Bible---English---Wycliffe-Bible	019	PSA	051	001	To victorie, the salm of Dauid;
Holy-Bible---English---Wycliffe-Bible	019	PSA	051	002	`whanne Nathan the prophete cam to hym, whanne he entride to Bersabee.
Holy-Bible---English---Wycliffe-Bible	019	PSA	052	001	To victorie, the salm of Dauid,
Holy-Bible---English---Wycliffe-Bible	019	PSA	052	002	`whanne Doech Idumei cam, and telde to Saul, and seide to him, Dauid cam in to the hows of Abymelech.
Holy-Bible---English---Wycliffe-Bible	019	PSA	053	001	To the ouercomer bi the quere, the lernyng of Dauid. The vnwise man seide in his herte; God is not.
Holy-Bible---English---Wycliffe-Bible	019	PSA	054	001	To victorie in orguns, ether in salmes, the lernyng of Dauid,
Holy-Bible---English---Wycliffe-Bible	019	PSA	054	002	`whanne Zyfeys camen, and seiden to Saul, Whethir Dauid is not hid at vs?
Holy-Bible---English---Wycliffe-Bible	019	PSA	055	001	`In Ebreu thus, To victorie in orguns, the lernyng of Dauid. `In Jeroms translacioun thus, To the ouercomer in salmes of Dauid lernid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	056	001	`In Ebreu thus, To the ouercomyng on the doumb culuer of fer drawing awei, the comely song of Dauid, whanne Filisteis helden hym in Geth. `In Jeroms translacioun thus, To the ouercomer for the doumb culuer, for it yede awei fer. Dauid meke and symple made this salm, whanne Palesteyns helden hym in Geth.
Holy-Bible---English---Wycliffe-Bible	019	PSA	057	001	`In Ebreu thus, To the victorie, lese thou not the semeli song, `ether the `swete song of Dauid, `whanne he fledde fro the face of Saul in to the denne. `In Jeroms translacioun thus, For victorie, that thou lese not Dauid, meke and simple, whanne he fledde fro the face of Saul in to the denne.
Holy-Bible---English---Wycliffe-Bible	019	PSA	058	001	`In Ebreu thus, To victorie; `lese thou not the swete song, ether the semely salm, of Dauid. `In Jeroms translacioun thus, To the ouercomere, that thou lese not Dauid, meke and simple.
Holy-Bible---English---Wycliffe-Bible	019	PSA	059	001	`In Jeroms translacioun thus, To the ouercomer, that thou lese not Dauid, meke and simple, `whanne Saul sente and kepte the hous, to slee hym. `In Ebreu thus, To the ouercomyng, leese thou not the semeli song of Dauid, and so forth.
Holy-Bible---English---Wycliffe-Bible	019	PSA	060	001	`In Ebreu thus, To victorie, on the witnessyng of roose, the swete song of Dauid, to teche, `whanne he fauyte ayens Aram of floodis, and Sirie of Soba; and Joab turnede ayen, and smoot Edom in the `valei of salt pittis, twelue thousynde. `In Jeroms translacioun thus,
Holy-Bible---English---Wycliffe-Bible	019	PSA	060	002	To the ouercomer for lilies, the witnessing of meke and parfit Dauid, to teche, whanne he fauyte ayens Sirie of Mesopotamye, and Soba, and so forth.
Holy-Bible---English---Wycliffe-Bible	019	PSA	061	001	To the victorie on orgun, to Dauid hym silf.
Holy-Bible---English---Wycliffe-Bible	019	PSA	062	001	To the victorie on Iditum, the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	063	001	`The salm of Dauid, `whanne he was in the desert of Judee.
Holy-Bible---English---Wycliffe-Bible	019	PSA	064	001	`In Ebrewe thus, To the victorie, the salm of Dauid. `In Jerom `thus, To the ouercomer, the song of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	065	001	`To victorie, `the salm of the song of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	067	001	`In Ebreu thus, To the victorie in orguns, the salm of the song. `In Jerom `thus, To the ouercomer in salmes, the song of writing of a delitable thing with metre.
Holy-Bible---English---Wycliffe-Bible	019	PSA	068	001	To the victorie, the salm `of the song `of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	069	001	`In Ebreu thus, To the victorie, on the roosis of Dauid. `In Jerom thus, To the ouercomer, for the sones of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	070	001	To the victorie `of Dauid, `to haue mynde.
Holy-Bible---English---Wycliffe-Bible	019	PSA	075	001	`To the ouercomere; leese thou not the salm of the song of Asaph.
Holy-Bible---English---Wycliffe-Bible	019	PSA	076	001	To the victorie in orguns, `the salm of the song of Asaph.
Holy-Bible---English---Wycliffe-Bible	019	PSA	077	001	`To the ouercomere on Yditum, `the salm of Asaph.
Holy-Bible---English---Wycliffe-Bible	019	PSA	080	001	To victorie; this salm is witnessing of Asaph for lilies.
Holy-Bible---English---Wycliffe-Bible	019	PSA	081	001	To the ouercomer in the pressours of Asaph.
Holy-Bible---English---Wycliffe-Bible	019	PSA	083	001	The song of the salm of Asaph.
Holy-Bible---English---Wycliffe-Bible	019	PSA	084	001	The salm of the sones of Chore.
Holy-Bible---English---Wycliffe-Bible	019	PSA	085	001	Of the sones of Chore.
Holy-Bible---English---Wycliffe-Bible	019	PSA	088	001	The song of salm, to the sones of Chore, to victorie on Mahalat, for to answere, the lernyng of Heman Ezraite.
Holy-Bible---English---Wycliffe-Bible	019	PSA	089	001	The lernyng of Ethan, Ezraite.
Holy-Bible---English---Wycliffe-Bible	019	PSA	092	001	`The salm of `song, in the dai of sabath.
Holy-Bible---English---Wycliffe-Bible	019	PSA	102	001	The preier of a pore man, whanne he was angwishid, and schedde out his speche bifore the Lord.
Holy-Bible---English---Wycliffe-Bible	019	PSA	108	001	The song of `the salm of Dauid.
Holy-Bible---English---Wycliffe-Bible	019	PSA	140	001	To victorie, the salm of Dauith.
Holy-Bible---English---Wycliffe-Bible	019	PSA	142	001	The lernyng of Dauid; `his preier, `whanne he was in the denne.
Holy-Bible---English---Wycliffe-Bible	022	SOL	001	001	
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	024	And thei walkiden in the myddis of the flawme, and herieden God, and blessiden the Lord.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	025	Forsothe Asarie stoode, and preiede thus; and he openyde his mouth in the myddis of the fier,
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	026	and seide, Lord God of oure fadris, thou art blessid, and worthi to be heried, and thi name is glorious in to worldis;
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	027	for thou art riytful in alle thingis whiche thou didist to vs, and alle thi werkis ben trewe; and thi weies ben riytful, and alle thi domes ben trewe.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	028	For thou hast do trewe domes, bi alle thingis whiche thou brouytist yn on vs, and on Jerusalem, the hooli citee of oure fadris; for in trewthe and in doom thou brouytist yn alle these thingis for oure synnes.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	029	For we synneden, and diden wickidli, goynge awei fro thee, and we trespassiden in alle thingis,
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	030	and we herden not, nether kepten thi comaundementis, nether we diden as thou comaundidist to vs, that it schulde be wele to vs.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	031	Therfor thou didist bi veri doom alle thingis whiche thou brouytist yn on vs, and alle thingis whiche thou didist to vs;
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	032	and thou hast bitake vs in the hondis of enemyes, wickid men, and worst trespassouris, and to the vniust kyng, and worst ouer al erthe.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	033	And now we moun not opene the mouth; we ben maad schame and schenschipe to thi seruauntis, and to hem that worschipen thee.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	034	We bisechen, yyue thou not vs to enemyes with outen ende, for thi name, and distrie thou not thi testament,
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	035	and take thou not awei thi merci fro vs, for Abraham, thi derlyng, and Ysaac, thi seruaunt, and Israel, thin hooli;
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	036	to whiche thou spakist, biheetyng that thou schuldist multiplie her seed as the sterris of heuene, and as grauel which is in the brynke of the see.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	037	For whi, Lord, we ben maad litle, more than alle folkis, and we ben lowe in al erthe to dai, for oure synnes.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	038	And in this tyme is no prince, and duyk, and profete, nether brent sacrifice, nether sacrifice, nether offryng, nether encense, nether place of firste fruytis bifor thee,
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	039	that we moun fynde thi mercy; but be we resseyued in contrit soule, and in spirit of mekenesse.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	040	As in brent sacrifice of rammes, and of bolis, and as in thousyndis of fatte lambren, so oure sacrifice be maad to dai in thi siyt, that it plese thee; for no schame is to hem that tristen in thee.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	041	And now we suen thee in al the herte, and we dreden thee, and we seken thi face.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	042	Schende thou not vs, but do with vs bi thi myldenesse, and bi the multitude of thi merci.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	043	And delyuere thou vs in thy merueils, and yyue thou glorie to thi name, Lord;
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	044	and alle men ben schent, that schewen yuelis to thi seruauntis; be thei schent in all thi miyt, and the strengthe of hem be al to-brokun;
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	045	and thei schulen wite, that thou art the Lord God aloone, and glorious on the roundnesse of londis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	046	And the mynystris of the kyng, that hadden sent hem, ceessiden not to make hoot the furneis with syment, and herdis of flex, and pitche, and siouns of vynes.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	047	And the flawme was sched out ouer the furneis bi nyne and fourti cubitis,
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	048	and brak out, and brente hem that it foond of Caldeis bisidis the furneis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	049	Forsothe the aungel of the Lord cam doun with Asarie and hise felowis, in to the furneis, and smoot out the flawme of the fier fro the furneis;
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	050	and made the myddis of the furneis as the wynd of deew blowynge; and outerli the fier touchide not hem, nether made sori, nether dide ony thing of disese.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	051	Thanne these thre as of o mouth herieden and glorifieden God, and blessiden God in the furneis,
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	052	and seiden, Lord God of oure fadris, thou art blessid, and worthi to be preisid, and gloriouse, and aboue enhaunsid in to worldis; and blessid is the name of thi glorie, which name is hooli, and worthi to be heried, and aboue enhaunsid in alle worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	053	Thou art blessid in the hooli temple of thi glorie, and aboue preisable, and gloriouse in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	054	Thou art blessid in the trone of thi rewme, and aboue preisable, and aboue enhaunsid in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	055	Thou art blessid, that biholdist depthis of watris, and sittist on cherubyn, and art preisable, and aboue enhaunsid in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	056	Thou art blessid in the firmament of heuene, and preisable, and gloriouse in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	057	Alle werkis of the Lord, blesse ye the Lord, herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	058	Aungels of the Lord, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	059	Heuenes, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	060	Alle watris, that ben aboue heuenes, blesse ye the Lord; herie ye, and aboue enhaunse ye him into worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	061	Alle the vertues of the Lord, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	062	Sunne and moone, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	063	Sterris of heuene, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	064	Reyn and deew, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	065	Ech spirit of God, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	066	Fier and heete, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	067	Coold and somer, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	068	Dewis and whijt forst, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	069	Blac forst and coold, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	070	Yces and snowis, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	071	Niytis and daies, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	072	Liyt and derknesse, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	073	Leitis and cloudis, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	074	The erthe blesse the Lord; herie it, and aboue enhaunse it hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	075	Mounteyns and litle hillis, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	076	Alle buriownynge thingis in erthe, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	077	Wellis, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	078	Sees and floodis, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	079	Whallis, and alle thingis that ben mouyd in watris, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	080	Alle briddis of the eyr, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	081	Alle wielde beestis and tame beestis, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	082	Sones of men, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	083	Israel blesse the Lord; herie it, and aboue enhaunse it hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	084	Prestis of the Lord, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	085	Seruauntis of the Lord, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	086	Spiritis and soulis of iust men, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	087	Hooli men and meke of herte, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	088	Ananye, Azarie, Mysael, blesse ye the Lord; herie ye, and aboue enhaunse ye hym in to worldis. Which Lord rauyschide vs fro helle, and `made saaf fro the hond of deth, and delyueride fro the myddis of flawme brennynge, and rauyschide vs fro the myddis of fier.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	089	Knowleche ye to the Lord, for he is good; for his merci is in to the world.
Holy-Bible---English---Wycliffe-Bible	027	DAN	003	090	Alle religiouse men, blesse ye the Lord, God of goddis; herie ye, and knouleche ye to hym, for his merci is in to alle worldis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	001	A man was in Babiloyne, and his name was Joachim.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	002	And he took a wijf, Susanne bi name, the douyter of Helchie, a womman ful fair, and dredynge the Lord.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	003	Forsothe hir fadir and modir, whanne thei weren riytful, tauyten her douyter bi the lawe of Moises.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	004	Sotheli Joachim was ful riche, and he hadde a gardyn niy his hous; and the Jewis camen to hym, for he was the moost worschipful of alle.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	005	And tweyne elde men weren ordeyned iugis in that yeer, of whiche the Lord spak, that wickidnesse yede out of Babiloyne, of the eldere iugis that semeden to gouerne the puple.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	006	These iugis vsiden oft the hous of Joachym; and alle men that hadden domes camen to hem.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	007	Forsothe whanne the puple hadde turned ayen after myddai, Susanne entride, and walkide in the gardyn of hir hosebonde.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	008	And the eldre men siyen hir entrynge ech dai, and walkynge; and thei brenten out in to `the couetise of hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	009	And thei turneden awei her wit, and bowiden doun her iyen, that thei siyen not heuene, nether bithouyten on iust domes.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	010	Sotheli bothe weren woundid bi the loue of hir, and thei schewiden not her sorewe to hem silf togidere;
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	011	for thei weren aschamed to schewe to hem silf her coueitise, willynge to ligge fleischli bi hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	012	And thei aspieden ech dai more bisili to se hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	013	And oon seide to the tothir, Go we hoom, for the our of mete is. And thei yeden out, and departiden fro hem silf.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	014	And whanne thei hadden turned ayen, thei camen in to o place; and thei axiden ech of othere the cause, and thei knoulechiden her coueitise. And thanne in comyn thei ordeyneden a tyme, whanne thei miyten fynde hir aloone.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	015	Forsothe it was doon, whanne thei aspieden a couenable dai, sche entride sumtyme, as yistirdai and the thridde dai ago, with twei damysels aloone, and wolde be waischun in the gardyn; for whi heete was.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	016	And no man was there, outakun tweyne elde men hid, biholdynge hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	017	Therfor sche saide to the damysels, Bringe ye to me oile, and oynementis; and close ye the doris of the gardyn, that Y be waischun.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	018	And thei diden as sche `hadde comaundid; and thei closiden the doris of the gardyn, and yeden out bi a posterne, to bringe tho thingis that sche hadde comaundid. And thei wisten not, that the elde men weren hid with ynne.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	019	Sotheli whanne the damysels weren gon out, tweyne elde men risiden, and runnen to hir, and seiden, Lo!
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	020	the doris of the gardyn ben closid, and no man seeth vs, and we ben in `the coueitise of thee. Wherfor assente thou to vs, and be thou meddlid with vs.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	021	That if thou wolt not, we schulen seie witnessyng ayens thee, that a yong man was with thee, and for this cause thou sentist out the damesels fro thee.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	022	And Susanne inwardli sorewide, and seide, Angwischis ben to me on ech side; for if Y do this, deth is to me; forsothe if Y do not, Y schal not ascape youre hondis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	023	But it is betere for me to falle in to youre hondis without werk, than to do synne in the siyt of the Lord.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	024	And Susanne criede `an hiy with greet vois, but also the elde men crieden ayens hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	025	Forsothe oon ran, and openede the door of the gardyn.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	026	Sotheli whanne the seruauntis of the hous hadden herd the cry in the gardyn, thei fellen in bi the posterne, to se what it was.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	027	But after that the elde men spaken, the seruauntis weren aschamed greetly, for neuer was siche a word seid of Susanne. And the morew dai was maad.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	028	And whanne the puple was comyn to Joachym, hir hosebonde, also the twei prestis fulle of wickid thouyte camen ayens Susanne, for to sle hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	029	And thei seiden bifor al the puple, Sende ye to Susanne, the douyter of Helchie, the wijf of Joachym. And anoon thei senten.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	030	And sche cam with hir fadir, and modir, and children, and alle kynesmen.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	031	Certis Susanne was ful delicat, and fair of schap.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	032	And tho wickid men comaundiden, that sche schulde be vnhilid, for sche was kyuered; that nameli so thei schuldun be fillid of hir fairnesse.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	033	Therfor hir kynesmen wepten, and alle that knewen hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	034	Forsothe the twei prestis risiden togidere in the myddis of the puple, and settiden her hondis on the heed of hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	035	And sche wepte, and bihelde to heuene, and hir herte hadde trist in the Lord.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	036	And the prestis seiden, Whanne we walkiden aloone in the gardyn, this Susanne entride with twei damesels; and sche closide the dore of the gardyn, and lefte the damesels.
