# File Name: ANAVIGATION.txt
# File Size: 41172       
# File Date: 12/28/2025 12:51:34
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2025
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	STATUS	MISSING
Holy-Bible---Hruso---Hrusso-Angka-Bible		
Holy-Bible---Hungarian---Hungarian-Jewish-Bible		
Holy-Bible---Hungarian---Hungarian-Karoli		
Holy-Bible---Hungarian---Magyar-Bible		
Holy-Bible---Icelandic---Open-Living-Word		
Holy-Bible---Igbo---Igbo-Bible		
Holy-Bible---Ikizu---Ikizu-Bible		
Holy-Bible---Ilocano---Ilocano-Bible		
Holy-Bible---Ilonggo---Hiligaynon-Free-Bible		
Holy-Bible---Ilonggo---Hiligaynon-Free-Bible	VERSMISS	019-PSA-018-005
Holy-Bible---Ilonggo---Hiligaynon-Free-Bible	VERSMISS	020-PRO-023-014
Holy-Bible---Ilonggo---Hiligaynon-Free-Bible	VERSMISS	042-LUK-001-055
Holy-Bible---Ilonggo---Hiligaynon-Free-Bible	VERSMISS	058-HEB-006-005
Holy-Bible---Ilonggo---Hiligaynon-Free-Bible	VERSMISS	066-REV-020-015
Holy-Bible---Indonesian---Bahasa-Indonesia-Sehari-hari		
Holy-Bible---Indonesian---For-All		
Holy-Bible---Indonesian---New-Indonesian-Translation		
Holy-Bible---Indonesian---Simple		
Holy-Bible---Irish---Odomhnuill-Modern		
Holy-Bible---Isanzu---Isanzu-Bible		
Holy-Bible---Italian---Conferenza-Episcopale-Italiana		
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible		
Holy-Bible---Italian---Italian-Riveduta-Bible		
Holy-Bible---Janji---Janji-Bible		
Holy-Bible---Janji---Janji-Bible	VERSMISS	040-MAT-025-046
Holy-Bible---Japanese---Japanese-Bungo-yaku		
Holy-Bible---Japanese---Japanese-Electronic-Network-Bible		
Holy-Bible---Japanese---Japanese-Kougo-yaku		
Holy-Bible---Japanese---Japanese-Meiji-yaku		
Holy-Bible---Japanese---Japanese-Raguet-yaku		
Holy-Bible---Japanese---New-Japanese-New-Testament		
Holy-Bible---Jumjum---Jumjum-Bible		
Holy-Bible---Juray---Juray-Bible		
Holy-Bible---Kamano---Kamano-Kafe		
Holy-Bible---Kannada---Indian-Revised-Version		
Holy-Bible---Kannada---Indian-Revised-Version	VERSMISS	042-LUK-001-055
Holy-Bible---Kannada---Indian-Revised-Version	VERSMISS	045-ROM-016-026
Holy-Bible---Kannada---Indian-Revised-Version	VERSMISS	049-EPH-003-011
Holy-Bible---Kannada---Indian-Revised-Version	VERSMISS	056-TIT-003-007
Holy-Bible---Kannada---Indian-Revised-Version	VERSMISS	058-HEB-006-002
Holy-Bible---Kannada---Indian-Revised-Version	VERSMISS	058-HEB-013-021
Holy-Bible---Kannada---Open-Contemporary		
Holy-Bible---Kannada---Open-Contemporary	VERSMISS	042-LUK-001-055
Holy-Bible---Kannada---Open-Contemporary	VERSMISS	042-LUK-001-070
Holy-Bible---Kannada---Siddi-Bible		
Holy-Bible---Kapin---Kapin-Bible		
Holy-Bible---Kara---Kara-Bible		
Holy-Bible---Kiche---Totonicapan		
Holy-Bible---Kiche---Totonicapan	VERSMISS	065-JUD-001-021
Holy-Bible---Kinga---Mahanji-Bible		
Holy-Bible---Kisi---Kisi-Bible		
Holy-Bible---Kituba---Kituba-Bible		
Holy-Bible---Kizalamo---Zaramo-Kizalamo-Bible		
Holy-Bible---Koda---Koda-Bible		
Holy-Bible---Kolami-Southeastern---Kolami-Bible		
Holy-Bible---Kolami-Southeastern---Kolami-Bible	VERSMISS	045-ROM-005-021
Holy-Bible---Kolami-Southeastern---Kolami-Bible	VERSMISS	056-TIT-003-007
Holy-Bible---Konda-Dora---Konda-Porja-Bible		
Holy-Bible---Korean---Korean-1910		
Holy-Bible---Korean---Korean-1910	VERSMISS	019-PSA-016-010
Holy-Bible---Korean---Korean-1910	CHAPMISS	060-1PE-005-010
Holy-Bible---Korean---Korean-1910	CHAPMISS	060-1PE-005-011
Holy-Bible---Korean---Korean-RV		
Holy-Bible---Korean---Korean-RV	VERSMISS	019-PSA-016-010
Holy-Bible---Korean---Korean-Revised-Version		
Holy-Bible---Kosraean---Kosraean-Bible		
Holy-Bible---Koya---Koya-Bible		
Holy-Bible---Kuhane---Kuhane-Bible		
Holy-Bible---Kurama---Kurama-Akurumi-Bible		
Holy-Bible---Kurdish---Sorani-Bible		
Holy-Bible---Kutu---Kutu-Bible		
Holy-Bible---Kuturmi---Kuturmi-Bible		
Holy-Bible---Kuvi---Kuvi-Bible		
Holy-Bible---Latin---Clementine-Vulgate-1598		
Holy-Bible---Latin---Clementine-Vulgate-Conte		
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer		
Holy-Bible---Latin---Clementine-Vulgate-Tweedale		
Holy-Bible---Latin---Vulgata-Sistina		
Holy-Bible---Latin---Vulgate-Jerome		
Holy-Bible---Latvian---Latvian-Gluck-Bible		
Holy-Bible---Lingala---Lingala-Bible		
Holy-Bible---Lithuanian---Believers-Heritage		
Holy-Bible---Lithuanian---Open-Lithuanian-Bible		
Holy-Bible---Lodhi---Lodhi-Bible		
Holy-Bible---Luganda---Luganda-Bible		
Holy-Bible---Lungga---Lungga-Bible		
Holy-Bible---Luyana---Luyana-Bible		
Holy-Bible---Mahasu-Pahari---Baghlayani-Bible		
Holy-Bible---Makhuwa-Meetto---Makua-Bible		
Holy-Bible---Malagasy---Malagasy-Bible		
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible		
Holy-Bible---Malayalam---1910-Contemporary		
Holy-Bible---Malayalam---Contemporary		
Holy-Bible---Malayalam---Contemporary	VERSMISS	042-LUK-001-055
Holy-Bible---Malayalam---Contemporary	VERSMISS	049-EPH-003-011
Holy-Bible---Malayalam---Malayalam-Bible		
Holy-Bible---Malayalam---Malayalam-Bible-1910		
Holy-Bible---Male---Maale-Bible		
Holy-Bible---Male---Maale-Bible	VERSMISS	001-GEN-044-031
Holy-Bible---Male---Maale-Bible	VERSMISS	042-LUK-001-055
Holy-Bible---Male---Maale-Bible	VERSMISS	045-ROM-010-007
Holy-Bible---Manipuri---Meitei-Bible		
Holy-Bible---Maori---Maori-Bible		
Holy-Bible---Marathi---Marathi-Bible		
Holy-Bible---Marathi---Marathi-Indian-Bible		
Holy-Bible---Marathi---Marathi-Indian-Bible	VERSMISS	054-1TI-006-016
Holy-Bible---Marathi---Marathi-Indian-Bible	VERSMISS	066-REV-001-018
Holy-Bible---Marghi-South---Marghi-South-Bible		
Holy-Bible---Matengo---Amatengu-Bible		
Holy-Bible---Matumbi---Matumbi-Bible		
Holy-Bible---Mbe---Mbe-Bible		
Holy-Bible---Mbula-Bwazza---Mbula-Bwazza-Bible		
Holy-Bible---Mbula-Bwazza---Mbula-Bwazza-Bible	VERSMISS	058-HEB-013-021
Holy-Bible---Melo---Melo-Bible		
Holy-Bible---Melo---Melo-Bible	VERSMISS	043-JOH-003-015
Holy-Bible---Mori-Atas---Mori-Atas-Bible		
Holy-Bible---Mpoto---Mpoto-Bible		
Holy-Bible---Mum---Mum-Bible		
Holy-Bible---Munda---Munda-Bible		
Holy-Bible---Mwaghavul---Mwaghavul-Bible		
Holy-Bible---Mwera---Mwera-Bible		
Holy-Bible---Myanmar---Burmese-Common-Bible		
Holy-Bible---Myanmar---Burmese-Judson		
Holy-Bible---Myanmar---Myanmar-Burmese-Judson		
Holy-Bible---Myanmar---Myanmar-Burmese-Judson	VERSMISS	042-LUK-001-070
Holy-Bible---Naga-Pidgin---Nagamese-Bible		
Holy-Bible---Naga-Tutsa---Tutsa-Naga-Bible		
Holy-Bible---Naga-Tutsa---Tutsa-Naga-Bible	VERSMISS	058-HEB-013-021
Holy-Bible---Ncane---Ncane-Bible		
Holy-Bible---Ncane---Ncane-Bible	VERSMISS	042-LUK-001-055
Holy-Bible---Ndebele---Accessible-Bible		
Holy-Bible---Ndebele---Ndebele-Bible		
Holy-Bible---Ndendeule---Ndendeule-Bible		
Holy-Bible---Ndengereko---Ndengereko-Bible		
Holy-Bible---Ndonde-Hamba---Ndonde-Hamba-Bible		
Holy-Bible---Ndwewe---Ndwewe-Bible		
Holy-Bible---Nend---Mark		
Holy-Bible---Nepali---Nepali-Bible		
Holy-Bible---Nepali---Nepali-Contemporary		
Holy-Bible---Ngoni---Ngoni-Bible		
Holy-Bible---Nkangala---Nkangala-Bible		
Holy-Bible---Norwegian---Living-Bible		
Holy-Bible---Norwegian---Norwegian-Bible		
Holy-Bible---Norwegian---Norwegian-Student-Bible		
Holy-Bible---Oriya---Oriya-Bible		
Holy-Bible---Oromo---New-World		
Holy-Bible---Oromo---West-Central-Oromo-Bible		
Holy-Bible---Oyda---Oyda-Bible-Latin		
Holy-Bible---Oyda---Oyda-Bible-Latin	VERSMISS	043-JOH-003-015
Holy-Bible---Oyda---Oyda-Bible-Latin	VERSMISS	044-ACT-015-018
Holy-Bible---Oyda---Oyda-Bible-Latin	VERSMISS	049-EPH-001-021
Holy-Bible---Oyda---Oyde-Bible-Ethiopic		
Holy-Bible---Oyda---Oyde-Bible-Ethiopic	VERSMISS	043-JOH-003-015
Holy-Bible---Oyda---Oyde-Bible-Ethiopic	VERSMISS	044-ACT-015-018
Holy-Bible---Oyda---Oyde-Bible-Ethiopic	VERSMISS	049-EPH-001-021
Holy-Bible---Padoe---Padoe-Bible		
Holy-Bible---Palaung-Shwe---Shwe-Palaung-Bible		
Holy-Bible---Panjabi---Punjabi-Bible		
Holy-Bible---Pengo---Pengo-Bible		
Holy-Bible---Persian---Old-Persion-Version-Bible		
Holy-Bible---Persian---Open-Contemporary		
Holy-Bible---Persian---Open-Contemporary	VERSMISS	066-REV-001-018
Holy-Bible---Persian---Open-Contemporary	VERSMISS	066-REV-020-003
Holy-Bible---Pogolo---Pogoro-Bible		
Holy-Bible---Pohnpeian---Pohnpeian-NT-Psalms-New-Alphabet		
Holy-Bible---Pohnpeian---Pohnpeian-NT-Psalms-Old-Alphabet		
Holy-Bible---Polci---Polci-Bible		
Holy-Bible---Polish---Open-Access-Word-of-Life		
Holy-Bible---Polish---Open-Access-Word-of-Life	VERSMISS	042-LUK-001-070
Holy-Bible---Polish---Open-Access-Word-of-Life	VERSMISS	058-HEB-013-021
Holy-Bible---Polish---Polish-Gdansk		
Holy-Bible---Polish---Polish-Updated-Gdansk		
Holy-Bible---Portuguese---Almeida-Bible-1911		
Holy-Bible---Portuguese---Almeida-NewOrthography		
Holy-Bible---Portuguese---Biblia-Livre		
Holy-Bible---Portuguese---Free-for-All		
Holy-Bible---Portuguese---New-Open-Access		
Holy-Bible---Portuguese---Open-New-Bible		
Holy-Bible---Portuguese---Portuguese-Trans-Trans		
Holy-Bible---Portuguese---World-Portuguese-Bible		
Holy-Bible---Potawatomi---Potawatomi-Bible		
Holy-Bible---Powari---Powari-Bible		
Holy-Bible---Rakhine---Rakhine-Bible		
Holy-Bible---Rangi---Rangi-Bible		
Holy-Bible---Reli---Reli-Bible		
Holy-Bible---Reli---Reli-Bible	VERSMISS	056-TIT-003-007
Holy-Bible---Rohingya---Kitabul-Mukaddos-Bible		
Holy-Bible---Rohingya---Rohingya-Bible		
Holy-Bible---Romani---Balkans-Arli-Bible		
Holy-Bible---Romani---Eastern-Vlakh		
Holy-Bible---Romani---Eastern-Vlakh	VERSMISS	042-LUK-001-055
Holy-Bible---Romani-Vlax---Arli-Luke		
Holy-Bible---Romani-Vlax---Chergash-Luke		
Holy-Bible---Romani-Vlax---Gurbet-Luke		
Holy-Bible---Romani-Vlax---Lovaric-Bible		
Holy-Bible---Romani-Vlax---Servi-Bible		
Holy-Bible---Romanian---BTF-Bible		
Holy-Bible---Romanian---Bayash-Luke		
Holy-Bible---Romanian---Cyrillic		
Holy-Bible---Romanian---Free-Bible		
Holy-Bible---Romanian---Ludari-Luke		
Holy-Bible---Rote-Dela---Rote-Dela-Bible		
Holy-Bible---Rote-Dela---Rote-Dela-Bible	VERSMISS	058-HEB-013-021
Holy-Bible---Russian---Russian-Synodal-Translation		
Holy-Bible---Saafi-Saafi---Saafi-Saafi-Bible		
Holy-Bible---Saafi-Saafi---Saafi-Saafi-Bible	VERSMISS	058-HEB-006-005
Holy-Bible---Safwa---Safwa-Bible		
Holy-Bible---Sakachep---Sakachep-Bible		
Holy-Bible---Sakachep---Sakachep-Bible	VERSMISS	058-HEB-013-021
Holy-Bible---Sanga---Sanga-Bible		
Holy-Bible---Sankaran-Maninka---Alla-la-Kitabu-Seniman		
Holy-Bible---Sanskrit---Assamese-Script		
Holy-Bible---Sanskrit---Bengali-Script		
Holy-Bible---Sanskrit---Burmese-Script		
Holy-Bible---Sanskrit---Cologne-Script		
Holy-Bible---Sanskrit---Devanagari-Script		
Holy-Bible---Sanskrit---Gujarati-Script		
Holy-Bible---Sanskrit---Harvard-Kyoto-Script		
Holy-Bible---Sanskrit---IAST-Script		
Holy-Bible---Sanskrit---ISO-Script		
Holy-Bible---Sanskrit---ITRANS-Script		
Holy-Bible---Sanskrit---Kannada-Script		
Holy-Bible---Sanskrit---Khmer-Script		
Holy-Bible---Sanskrit---Malayalam-Script		
Holy-Bible---Sanskrit---Oriya-Script		
Holy-Bible---Sanskrit---Punjabi-Script		
Holy-Bible---Sanskrit---Sinhala-Script		
Holy-Bible---Sanskrit---Tamil-Script		
Holy-Bible---Sanskrit---Telugu-Script		
Holy-Bible---Sanskrit---Thai-Script		
Holy-Bible---Sanskrit---Tibetan-Script		
Holy-Bible---Sanskrit---Urdu-Script		
Holy-Bible---Sanskrit---Velthuis-Script		
Holy-Bible---Sari---Sari-Bible		
Holy-Bible---Sari---Sari-Bible	VERSMISS	042-LUK-001-055
Holy-Bible---Satawalese---Satawalese-Bible		
Holy-Bible---Satawalese---Satawalese-Bible	VERSMISS	042-LUK-001-055
Holy-Bible---Scots-Gaelic---Scots-Gaelic-Gospel-Mark		
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script		
Holy-Bible---Serbian---Serbian-Ekavski-Bible		
Holy-Bible---Serbian---Serbian-ONSP-Cyrillic		
Holy-Bible---Serbian---Serbian-ONST-Latin		
Holy-Bible---Setswana---Open-Tswana-Living		
Holy-Bible---Setswana---Open-Tswana-Living	VERSMISS	040-MAT-012-032
Holy-Bible---Setswana---Open-Tswana-Living	VERSMISS	042-LUK-020-035
Holy-Bible---Setswana---Open-Tswana-Living	VERSMISS	058-HEB-013-021
Holy-Bible---Setswana---Open-Tswana-Living	VERSMISS	065-JUD-001-025
Holy-Bible---Sgaw-Karen---Mason-Bible		
Holy-Bible---Shi---Mashi-Bible		
Holy-Bible---Sholaga---Sholaga-Bible		
Holy-Bible---Shona---Rakasununguka		
Holy-Bible---Shona---Shona-Bible		
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth		
Holy-Bible---Slovak---Slovak-Bible		
Holy-Bible---Slovene---Slovene-Savli-Bible		
Holy-Bible---Slovene---Slovene-Stritarja-NT		
Holy-Bible---Soli---Soli-Bible		
Holy-Bible---Somali---Somali-Bible		
Holy-Bible---Somau-Karia---Somau-Karia-Bible		
Holy-Bible---Somau-Karia---Somau-Karia-Bible	VERSMISS	044-ACT-015-018
Holy-Bible---Spanish---Biblia-Platense-Straubinger		
Holy-Bible---Spanish---Free-Bible		
Holy-Bible---Spanish---Free-for-the-World		
Holy-Bible---Spanish---Gods-Word-for-You		
Holy-Bible---Spanish---Reina-Valera-1865		
Holy-Bible---Spanish---Reina-Valera-1909		
Holy-Bible---Spanish---Reina-Valera-NT-1858		
Holy-Bible---Spanish---Sagradas-Escrituras-1569		
Holy-Bible---Spanish---Sencillo-Bible		
Holy-Bible---Spanish---Spanish-New-Open-Bible		
Holy-Bible---Spanish---Spanish-New-Open-Bible	VERSMISS	001-GEN-044-031
Holy-Bible---Spanish---Spanish-New-Open-Bible	VERSMISS	018-JOB-021-013
Holy-Bible---Spanish---Spanish-New-Open-Bible	VERSMISS	018-JOB-026-006
Holy-Bible---Spanish---Spanish-New-Open-Bible	VERSMISS	045-ROM-016-026
Holy-Bible---Spanish---Spanish-New-Open-Bible	VERSMISS	065-JUD-001-025
Holy-Bible---Swahili---Contemporary		
Holy-Bible---Swahili---New-Swahili-Bible		
Holy-Bible---Swahili---Swahili-Bible		
Holy-Bible---Swahili---Swahili-Open-Bible		
Holy-Bible---Swedish---Swedish-Bible		
Holy-Bible---Swedish---Swedish-Bible-1703		
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-006-005
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-009-017
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-016-010
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-018-005
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-030-003
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-049-014
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-049-015
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-055-015
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-086-013
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-088-003
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-089-048
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-116-003
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-139-008
Holy-Bible---Swedish---Swedish-Bible-1703	CHAPMISS	019-PSA-141-007
Holy-Bible---Swedish---Swedish-Bible-1703	VERSMISS	045-ROM-016-026
Holy-Bible---Swedish---Swedish-Bible-1703	VERSMISS	055-2TI-004-018
Holy-Bible---Swedish---Swedish-Bible-1873		
Holy-Bible---Swedish---Swedish-Bible-1917		
Holy-Bible---Taabwa---Kitaabua-Bible		
Holy-Bible---Tagakaulo---Tagakaulo-Bible		
Holy-Bible---Tagakaulo---Tagakaulo-Bible	VERSMISS	040-MAT-005-030
Holy-Bible---Tagalog---Tagalog-Bible-1905		
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked		
Holy-Bible---Tagin---Tagin-First-Bible		
Holy-Bible---Tamil---Open-Contemporary		
Holy-Bible---Tamil---Tamil-Bible		
Holy-Bible---Tarok---Tarok-Nigeria-Bible		
Holy-Bible---Tavoyan---Tavoyan-Bible		
Holy-Bible---Teke-Tyee---Teke-Tyee-Bible		
Holy-Bible---Telugu---Telugu-Bible		
Holy-Bible---Telugu---Telugu-Open-Contemporary		
Holy-Bible---Telugu---Telugu-Open-Contemporary	VERSMISS	042-LUK-001-055
Holy-Bible---Telugu---Telugu-Open-Contemporary	VERSMISS	042-LUK-001-070
Holy-Bible---Telugu---Telugu-Open-Contemporary	VERSMISS	042-LUK-018-030
Holy-Bible---Telugu---Telugu-Open-Contemporary	VERSMISS	043-JOH-003-015
Holy-Bible---Telugu---Telugu-Open-Contemporary	VERSMISS	045-ROM-016-026
Holy-Bible---Telugu---Telugu-Open-Contemporary	VERSMISS	045-ROM-016-027
Holy-Bible---Telugu---Telugu-Open-Contemporary	VERSMISS	049-EPH-001-021
Holy-Bible---Tharu-Rana---Rana-Tharu-Bible		
Holy-Bible---Thur---Leb-Thur-Bible		
Holy-Bible---Tichurong---Tichurong-Bible		
Holy-Bible---Tongan---Revised-West-Version		
Holy-Bible---Tsakhur---Tsakhur-Bible		
Holy-Bible---Tsikimba---Tsikimba-Bible		
Holy-Bible---Tsishingini---Tsishingini-Bible		
Holy-Bible---Turkish---Open-Basic-Turkish		
Holy-Bible---Turkish---Turkish-Bible		
Holy-Bible---Twi---Akuapem-Twi-Bible		
Holy-Bible---Twi---Asante-Twi-WASNA		
Holy-Bible---Ukrainian---New-Translation		
Holy-Bible---Ukrainian---Ukrainian-Freedom-Bible		
Holy-Bible---Ukrainian---Ukrainian-NT		
Holy-Bible---Ukrainian---Ukrainian-Ogienko		
Holy-Bible---Urdu---Urdu-Bible		
Holy-Bible---Urdu---Urdu-Free-Contemporary		
Holy-Bible---Ut-Ma-in---Ut-Ma-in-Bible		
Holy-Bible---Uyghur---Uyghur-Bible-Arabic		
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic		
Holy-Bible---Uyghur---Uyghur-Bible-Latin		
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin		
Holy-Bible---Vaagri-Booli---Vaagri-Booli-Bible		
Holy-Bible---Vaagri-Booli---Vaagri-Booli-Bible	VERSMISS	041-MAR-004-019
Holy-Bible---Vaghri---Vaghri-Bible		
Holy-Bible---Vaghri---Vaghri-Bible	VERSMISS	042-LUK-001-055
Holy-Bible---Vidunda---Vidunda-Bible		
Holy-Bible---Vietnamese---Contemporary		
Holy-Bible---Vietnamese---Vietnamese-Bible		
Holy-Bible---Vietnamese---Vietnamese-Bible-1934		
Holy-Bible---Vwanji---Vwanji-Bible		
Holy-Bible---Vwanji---Vwanji-Bible	VERSMISS	065-JUD-001-013
Holy-Bible---Waddar---Waddar-Bible		
Holy-Bible---Waja---Waja-Bible		
Holy-Bible---Wolio---Kitabi-Momangkilona-Bible		
Holy-Bible---Wolio---Kitabi-Momangkilona-Bible	VERSMISS	001-GEN-044-031
Holy-Bible---Yaka---Ivatan-Bible		
Holy-Bible---Yaka---Yaka-Bible		
Holy-Bible---Yalunka---Yalunka-Bible		
Holy-Bible---Yamap---Yamap-Bible		
Holy-Bible---Yansi---Yansi-Bible		
Holy-Bible---Yemsa---Yemsa-Bible-Ethiopic		
Holy-Bible---Yemsa---Yemsa-Bible-Ethiopic	VERSMISS	042-LUK-001-055
Holy-Bible---Yemsa---Yemsa-Bible-Ethiopic	VERSMISS	042-LUK-001-070
Holy-Bible---Yemsa---Yemsa-Bible-Ethiopic	VERSMISS	042-LUK-018-030
Holy-Bible---Yemsa---Yemsa-Bible-Ethiopic	VERSMISS	044-ACT-015-018
Holy-Bible---Yemsa---Yemsa-Bible-Latin		
Holy-Bible---Yemsa---Yemsa-Bible-Latin	VERSMISS	042-LUK-001-055
Holy-Bible---Yemsa---Yemsa-Bible-Latin	VERSMISS	042-LUK-001-070
Holy-Bible---Yemsa---Yemsa-Bible-Latin	VERSMISS	042-LUK-018-030
Holy-Bible---Yemsa---Yemsa-Bible-Latin	VERSMISS	044-ACT-015-018
Holy-Bible---Yiddish-Eastern---Eastern-Yiddish-Bible		
Holy-Bible---Yipunu---Punu-Bible		
Holy-Bible---Yombe---Yombe-Bible		
Holy-Bible---Yoruba---Yoruba-Bible		
Holy-Bible---Zapotec-Loxicha---Loxicha-Zapotec-Bible		
Holy-Bible---Zaramo---Kizalamo-Bible		
Holy-Bible---Zinza---Zinza-Bible		
Holy-Bible---Zinza---Zinza-Bible	VERSMISS	058-HEB-007-021
Holy-Bible---Zinza---Zinza-Bible	VERSMISS	066-REV-020-003
